Trajectories,,Sholder marker,,,upper arm - tri,,,upper arm - bic1,,,upper arm - bic2,,,Elbow marker,,,,,,Wrist -1 marker,,,Wriste -2 marker,,,,,,Finger ,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3961,0,114.24057,-85.685211,951.363342,192.327026,-112.428711,780.009705,178.330719,-49.250103,832.64679,202.006012,-49.844109,753.636292,219.64325,-41.262363,654.59845,,,,136.27536,158.203354,684.914124,104.941536,141.591354,736.711914,159.159393,56.926262,718.644714,133.982758,240.033401,735.416382
3962,0,114.13887,-86.005455,951.607483,192.380142,-113.047165,780.344055,178.453766,-49.760155,832.922241,202.232788,-50.52882,753.914307,219.974167,-42.024509,654.900146,,,,136.199158,156.890793,686.670288,104.989532,139.954834,738.443176,159.361206,55.548946,719.649719,133.87886,238.468338,737.503601
3963,0,114.033249,-86.326263,951.852539,192.43071,-113.644676,780.67926,178.570633,-50.257763,833.204773,202.453705,-51.191032,754.202026,220.299072,-42.751045,655.214417,,,,136.122635,155.604004,688.446655,105.03717,138.341644,740.191589,159.559448,54.199516,720.669189,133.770599,236.92598,739.614441
3964,0,113.923759,-86.647629,952.098633,192.478775,-114.221191,781.015137,178.681305,-50.742882,833.494263,202.668716,-51.830647,754.499207,220.618027,-43.441879,655.541443,,,,136.045807,154.343124,690.242493,105.084488,136.751968,741.956421,159.75412,52.878136,721.702759,133.658112,235.406464,741.748352
3965,0,113.810394,-86.969559,952.34552,192.524399,-114.776695,781.351624,178.785782,-51.215485,833.790527,202.877838,-52.447586,754.805786,220.931061,-44.096931,655.880737,,,,135.968796,153.108307,692.057312,105.131538,135.185974,743.737244,159.945328,51.58498,722.749939,133.541443,233.909927,743.904602
3966,0,113.693199,-87.292038,952.593384,192.567688,-115.31115,781.688599,178.884125,-51.675522,834.093689,203.081131,-53.041786,755.121704,221.238297,-44.716137,656.232422,,,,135.891632,151.899689,693.890442,105.178368,133.64386,745.533325,160.133057,50.320217,723.810425,133.420685,232.436523,746.082458
3967,0,113.572189,-87.615044,952.841919,192.608749,-115.824562,782.025879,178.976273,-52.122974,834.403381,203.278564,-53.613178,755.446655,221.53978,-45.299446,656.59613,,,,135.814438,150.717407,695.741455,105.225044,132.125839,747.344238,160.317413,49.083992,724.883911,133.295944,230.986404,748.281433
3968,0,113.447372,-87.938576,953.091248,192.647614,-116.316917,782.363403,179.062256,-52.557823,834.719727,203.47023,-54.161713,755.780701,221.835556,-45.846821,656.971802,,,,135.737289,149.561615,697.609863,105.271591,130.63208,749.169434,160.498428,47.876469,725.969727,133.167252,229.559677,750.500732
3969,0,113.31881,-88.262642,953.34137,192.684357,-116.788208,782.701172,179.142136,-52.980045,835.042419,203.656082,-54.687355,756.123535,222.125687,-46.358238,657.359375,,,,135.660233,148.432404,699.494812,105.318085,129.162796,751.008179,160.676117,46.697788,727.06781,133.034775,228.156509,752.739746
3970,0,113.186508,-88.587196,953.592102,192.719055,-117.238441,783.039062,179.215866,-53.389637,835.371399,203.836166,-55.190063,756.475281,222.410248,-46.833714,657.758667,,,,135.583344,147.32991,701.396057,105.364555,127.718163,752.859863,160.850571,45.548077,728.177673,132.898621,226.777023,754.997803
3971,0,113.050507,-88.912239,953.843506,192.751801,-117.667625,783.377014,179.283478,-53.786594,835.706604,204.010513,-55.669823,756.83551,222.689301,-47.273235,658.169434,,,,135.506714,146.254242,703.312744,105.411057,126.29837,754.724121,161.02182,44.427479,729.298889,132.758865,225.421356,757.274109
3972,0,112.91082,-89.237762,954.09552,192.782608,-118.075783,783.714905,179.345032,-54.170906,836.047913,204.179169,-56.126614,757.204285,222.962891,-47.67683,658.591675,,,,135.43042,145.205521,705.244568,105.457649,124.903603,756.600281,161.189896,43.336121,730.431152,132.615707,224.08963,759.568115
3973,0,112.767517,-89.563751,954.348206,192.8116,-118.462936,784.052612,179.400497,-54.542583,836.395264,204.342102,-56.560432,757.581604,223.231094,-48.044552,659.025391,,,,135.354553,144.183868,707.190735,105.504372,123.534042,758.487671,161.354889,42.274117,731.573975,132.469193,222.781982,761.879028
3974,0,112.620583,-89.890167,954.601318,192.838791,-118.829109,784.390076,179.449951,-54.90163,836.748596,204.499359,-56.971279,757.967102,223.493958,-48.376434,659.470337,,,,135.279144,143.189362,709.150818,105.55127,122.189903,760.385742,161.5168,41.241585,732.727295,132.319519,221.498581,764.206238
3975,0,112.4701,-90.216995,954.855042,192.864243,-119.174339,784.727417,179.493362,-55.248066,837.107727,204.651001,-57.359165,758.360901,223.751556,-48.67255,659.926331,,,,135.2043,142.222092,711.124207,105.598412,120.871353,762.294128,161.675705,40.238636,733.890503,132.166824,220.239471,766.549011
3976,0,112.316086,-90.54422,955.109253,192.888,-119.498665,785.064331,179.530807,-55.581913,837.472534,204.796982,-57.72411,758.762817,224.003937,-48.932968,660.393555,,,,135.130096,141.282181,713.110352,105.645821,119.578568,764.212097,161.831635,39.265381,735.063293,132.011215,219.004883,768.906677
3977,0,112.158569,-90.871826,955.363831,192.910172,-119.802124,785.401001,179.562302,-55.903183,837.843201,204.937393,-58.066143,759.172729,224.25116,-49.157791,660.871704,,,,135.056564,140.36972,715.108643,105.693558,118.311768,766.13916,161.984619,38.321899,736.245483,131.85289,217.794861,771.278564
3978,0,111.997604,-91.19976,955.618835,192.93074,-120.08477,785.737183,179.587845,-56.211906,838.21936,205.072235,-58.3853,759.590698,224.493286,-49.347111,661.360718,,,,134.983826,139.484772,717.118591,105.741653,117.071129,768.074707,162.13472,37.408306,737.436646,131.691986,216.609589,773.66394
3979,0,111.833229,-91.52803,955.874329,192.949799,-120.346642,786.072937,179.607483,-56.508129,838.601074,205.201553,-58.681625,760.016418,224.730347,-49.501041,661.860718,,,,134.91188,138.627441,719.139587,105.790146,115.856827,770.01825,162.281982,36.524677,738.636536,131.528641,215.449173,776.062134
3980,0,111.665489,-91.856575,956.130005,192.967407,-120.587814,786.408264,179.621246,-56.791862,838.98822,205.325333,-58.955166,760.450012,224.962418,-49.619717,662.37146,,,,134.840851,137.797806,721.171204,105.839081,114.669052,771.96936,162.426453,35.671097,739.844849,131.363068,214.313751,778.472473
3981,0,111.494423,-92.185402,956.38623,192.983551,-120.808327,786.743042,179.629211,-57.063164,839.380798,205.443665,-59.205978,760.891174,225.189529,-49.70327,662.892944,,,,134.770752,136.995911,723.212769,105.888489,113.508003,773.927368,162.568146,34.847645,741.061279,131.195358,213.203445,780.894409
3982,0,111.320084,-92.514442,956.642639,192.998352,-121.008255,787.077332,179.631363,-57.322063,839.778687,205.556519,-59.434135,761.340149,225.411743,-49.751846,663.425171,,,,134.701706,136.221878,725.263916,105.938385,112.373833,775.891968,162.707123,34.054382,742.2854,131.025696,212.118378,783.327087
3983,0,111.142525,-92.843681,956.899353,193.01178,-121.187668,787.411011,179.627777,-57.568615,840.181824,205.663956,-59.639702,761.796509,225.629105,-49.765621,663.967957,,,,134.633698,135.475739,727.323975,105.988808,111.266762,777.862488,162.843399,33.291393,743.51709,130.854279,211.058655,785.770081
3984,0,110.961777,-93.173073,957.156311,193.023911,-121.346626,787.744202,179.618454,-57.802868,840.590149,205.766006,-59.822765,762.260559,225.84166,-49.744755,664.521545,,,,134.566833,134.757599,729.392517,106.039772,110.186935,779.838501,162.97702,32.55872,744.756165,130.681244,210.024475,788.222412
3985,0,110.777908,-93.502594,957.413513,193.034775,-121.485214,788.076904,179.60347,-58.024876,841.003601,205.862686,-59.98341,762.732056,226.049454,-49.689438,665.085754,,,,134.501114,134.067459,731.469055,106.091301,109.134544,781.819458,163.108032,31.856424,746.002197,130.50676,209.015869,790.683777
3986,0,110.590965,-93.832207,957.670837,193.044388,-121.603493,788.408997,179.582886,-58.234695,841.422119,205.95401,-60.121731,763.210815,226.252533,-49.599861,665.660583,,,,134.436615,133.405441,733.552979,106.143394,108.109772,783.804932,163.23645,31.184551,747.254944,130.330978,208.033005,793.153442
3987,0,110.400993,-94.161865,957.928467,193.052795,-121.701584,788.740601,179.556702,-58.432396,841.845825,206.04007,-60.237823,763.697021,226.450928,-49.476231,666.245911,,,,134.373413,132.771576,735.644104,106.19606,107.11277,785.794678,163.362305,30.54314,748.514282,130.154068,207.076035,795.630737
3988,0,110.208054,-94.491539,958.186157,193.060059,-121.779533,789.071594,179.525024,-58.618042,842.274353,206.12085,-60.33181,764.190613,226.644714,-49.318775,666.841919,,,,134.311462,132.165909,737.741577,106.249313,106.143738,787.787903,163.485611,29.932226,749.780029,129.976196,206.145004,798.115112
3989,0,110.012215,-94.821175,958.44397,193.066147,-121.837456,789.4021,179.487869,-58.791698,842.708008,206.196396,-60.40379,764.691467,226.833893,-49.127705,667.448608,,,,134.250885,131.588501,739.845276,106.303139,105.20282,789.784363,163.606384,29.351839,751.051758,129.797516,205.240051,800.606018
3990,0,109.813522,-95.150749,958.701904,193.071136,-121.875435,789.732239,179.445328,-58.953445,843.146484,206.266724,-60.453892,765.199402,227.018524,-48.903267,668.065796,,,,134.191666,131.039413,741.954651,106.357559,104.290176,791.783752,163.724655,28.802,752.329529,129.618195,204.361328,803.102722
3991,0,109.612015,-95.480194,958.9599,193.075012,-121.89357,790.06189,179.39743,-59.103359,843.589905,206.331909,-60.482243,765.714722,227.198608,-48.64571,668.693665,,,,134.13385,130.518646,744.069092,106.412537,103.405983,793.785461,163.840424,28.282717,753.612854,129.438385,203.508942,805.604797
3992,0,109.407799,-95.809486,959.217896,193.077835,-121.89196,790.391113,179.344284,-59.24152,844.038147,206.391937,-60.488972,766.237122,227.374222,-48.355289,669.332153,,,,134.077423,130.026276,746.188538,106.468071,102.550385,795.789185,163.953705,27.793999,754.901855,129.25824,202.682968,808.111694
3993,0,109.200897,-96.138573,959.475952,193.07959,-121.87072,790.71991,179.285919,-59.368015,844.49115,206.446838,-60.474236,766.766724,227.54538,-48.032276,669.981323,,,,134.022476,129.562317,748.312317,106.524155,101.723541,797.794495,164.064514,27.335844,756.196167,129.077911,201.88356,810.622742
3994,0,108.991379,-96.467407,959.733887,193.080292,-121.829964,791.04834,179.222427,-59.482933,844.948975,206.496704,-60.438164,767.303467,227.712082,-47.676945,670.641174,,,,133.968948,129.126816,750.440063,106.580757,100.925598,799.801208,164.172806,26.908253,757.495667,128.897568,201.110794,813.137512
3995,0,108.77932,-96.795937,959.991943,193.079956,-121.769783,791.376587,179.153854,-59.586365,845.411499,206.541489,-60.380913,767.847168,227.874374,-47.289589,671.311768,,,,133.916931,128.719772,752.571472,106.637848,100.156693,801.808899,164.278641,26.5112,758.800171,128.717316,200.364777,815.655518
3996,0,108.564781,-97.124123,960.249817,193.078583,-121.690331,791.704468,179.080307,-59.67841,845.878723,206.581299,-60.302647,768.398132,228.032242,-46.870499,671.993164,,,,133.866348,128.341232,754.706055,106.695419,99.416985,803.817078,164.381989,26.144669,760.109619,128.537338,199.64566,818.176208
3997,0,108.347816,-97.451912,960.50769,193.076157,-121.591713,792.032166,179.001831,-59.759163,846.350586,206.616089,-60.203529,768.956055,228.18576,-46.419991,672.685242,,,,133.817291,127.991188,756.843628,106.753426,98.706604,805.825684,164.482819,25.808628,761.423828,128.357788,198.953476,820.699036
3998,0,108.128517,-97.779251,960.765442,193.072754,-121.47406,792.35968,178.918518,-59.828732,846.827209,206.64595,-60.083733,769.521118,228.334869,-45.938374,673.388306,,,,133.769669,127.669662,758.983643,106.811829,98.025681,807.834351,164.581131,25.503044,762.742615,128.178757,198.288406,823.223511
3999,0,107.906929,-98.106087,961.022949,193.068283,-121.337502,792.687134,178.83046,-59.887215,847.30835,206.670883,-59.943432,770.093201,228.47963,-45.425972,674.102173,,,,133.723541,127.376663,761.125854,106.870567,97.374336,809.842712,164.676941,25.227875,764.06604,128.000443,197.650528,825.749268
4000,0,107.683136,-98.432381,961.280457,193.062775,-121.182167,793.014526,178.737671,-59.934719,847.794128,206.690903,-59.782806,770.672241,228.620026,-44.883137,674.827026,,,,133.678879,127.112198,763.269958,106.929634,96.752701,811.850464,164.770187,24.983067,765.39386,127.822906,197.039902,828.275818
4001,0,107.457207,-98.758072,961.537659,193.056259,-121.008209,793.341858,178.640244,-59.971371,848.284485,206.70607,-59.602051,771.258423,228.756058,-44.310188,675.562866,,,,133.635681,126.876236,765.415466,106.98896,96.160912,813.857483,164.860855,24.768566,766.725891,127.646339,196.45665,830.802673
4002,0,107.22921,-99.083107,961.794678,193.04866,-120.815758,793.669373,178.5383,-59.997269,848.779236,206.7164,-59.401367,771.851562,228.887711,-43.707497,676.309631,,,,133.593918,126.668808,767.562256,107.048485,95.599052,815.863464,164.948975,24.584312,768.062317,127.470848,195.900909,833.329346
4003,0,106.999222,-99.40744,962.051453,193.039978,-120.60498,793.996948,178.431854,-60.012539,849.278687,206.721924,-59.180946,772.451721,229.015015,-43.075424,677.067566,,,,133.553589,126.489906,769.710022,107.108154,95.067268,817.868286,165.034424,24.430229,769.402771,127.296555,195.372696,835.855469
4004,0,106.767311,-99.731026,962.307922,193.030228,-120.376007,794.324707,178.320984,-60.017292,849.782532,206.722641,-58.940998,773.058899,229.137939,-42.414326,677.836731,,,,133.514664,126.339493,771.858337,107.1679,94.565643,819.871399,165.117264,24.306246,770.747314,127.12355,194.872177,838.380737
4005,0,106.533562,-100.05381,962.564026,193.019348,-120.128998,794.652771,178.205811,-60.011658,850.290833,206.718628,-58.681736,773.673035,229.25647,-41.724594,678.616943,,,,133.477097,126.21756,774.006958,107.227661,94.094299,821.872986,165.197418,24.212276,772.095886,126.951981,194.399384,840.904663
4006,0,106.298058,-100.375717,962.819946,193.007324,-119.864113,794.981201,178.086334,-59.995758,850.803467,206.709869,-58.403389,774.294189,229.370575,-41.006603,679.408447,,,,133.440857,126.124084,776.155579,107.287376,93.653305,823.872681,165.274826,24.148232,773.448364,126.781929,193.954468,843.426819
4007,0,106.060867,-100.696732,963.075378,192.994125,-119.581528,795.309937,177.962723,-59.96973,851.320679,206.696381,-58.106163,774.922485,229.480286,-40.26075,680.211121,,,,133.405945,126.059044,778.304077,107.346962,93.242798,825.870239,165.349503,24.114014,774.804688,126.613495,193.537476,845.946899
4008,0,105.822083,-101.016792,963.330566,192.979736,-119.281403,795.639282,177.834976,-59.933697,851.842224,206.678207,-57.790302,775.557617,229.585541,-39.487442,681.025269,,,,133.372284,126.0224,780.452148,107.406349,92.862839,827.86554,165.421356,24.109529,776.164978,126.4468,193.148499,848.464417
4009,0,105.581764,-101.335838,963.585205,192.964127,-118.963913,795.969116,177.703171,-59.887787,852.367981,206.655365,-57.456032,776.19989,229.68631,-38.687065,681.850708,,,,133.339859,126.01413,782.599365,107.465454,92.513512,829.858337,165.490356,24.134661,777.52887,126.281914,192.787613,850.979126
4010,0,105.340027,-101.653824,963.839417,192.947205,-118.62925,796.299561,177.567444,-59.832142,852.898254,206.627869,-57.103596,776.849121,229.782562,-37.860054,682.687622,,,,133.308624,126.034203,784.745728,107.5242,92.194916,831.848694,165.556473,24.189299,778.896606,126.118927,192.454956,853.490784
4011,0,105.096924,-101.970703,964.09314,192.929001,-118.277603,796.630798,177.42778,-59.766895,853.432739,206.595764,-56.733242,777.50531,229.874313,-37.006813,683.536072,,,,133.278503,126.082558,786.89093,107.582512,91.90712,833.836243,165.619644,24.273325,780.268127,125.957924,192.150558,855.99884
4012,0,104.852554,-102.286423,964.346375,192.909424,-117.909157,796.962769,177.284317,-59.692192,853.971497,206.559036,-56.345222,778.168579,229.961472,-36.127781,684.395996,,,,133.249512,126.159164,789.034668,107.640297,91.6502,835.821045,165.679779,24.386612,781.643188,125.798973,191.874542,858.503052
4013,0,104.60701,-102.600937,964.598999,192.888458,-117.524124,797.295715,177.13707,-59.608173,854.514465,206.5177,-55.939777,778.838745,230.044006,-35.22337,685.267456,,,,133.221558,126.263977,791.176758,107.697472,91.424217,837.802856,165.736862,24.52903,783.021912,125.642136,191.626999,861.003052
4014,0,104.360367,-102.914215,964.851013,192.866028,-117.122688,797.629456,176.986191,-59.514988,855.061768,206.471802,-55.517181,779.516052,230.121887,-34.294029,686.150513,,,,133.19455,126.396957,793.317017,107.753944,91.229256,839.781433,165.790833,24.700443,784.404358,125.487503,191.407959,863.498596
4015,0,104.112724,-103.226181,965.102417,192.842102,-116.70507,797.964417,176.831696,-59.412777,855.613098,206.421326,-55.077686,780.200256,230.195053,-33.340191,687.045227,,,,133.168503,126.558022,795.455139,107.809631,91.065338,841.756958,165.841599,24.900715,785.790344,125.335114,191.217575,865.98938
4016,0,103.864166,-103.536797,965.35321,192.816635,-116.271469,798.300415,176.673645,-59.301697,856.168701,206.366333,-54.621559,780.891418,230.263489,-32.362297,687.951538,,,,133.143356,126.747162,797.591064,107.864456,90.932556,843.729004,165.889114,25.12969,787.179871,125.185028,191.055862,868.475037
4017,0,103.614784,-103.846039,965.603149,192.789551,-115.822098,798.637695,176.512161,-59.181892,856.728394,206.306793,-54.149071,781.589478,230.327103,-31.360813,688.869568,,,,133.118988,126.964287,799.724548,107.918289,90.830933,845.697754,165.933304,25.387228,788.572998,125.0373,190.922958,870.9552
